"laus","sfips","cfips","county","year","lforce","employed","unemployed","unemprate"
"CN400350","40","035","Craig County, OK","2008",7445,7166,279,3.7
"PA400450","40","037","Creek County, OK","2008",31295,29995,1300,4.2
"CN400390","40","039","Custer County, OK","2008",14797,14412,385,2.6
"CN400410","40","041","Delaware County, OK","2008",18970,18194,776,4.1
"CN400430","40","043","Dewey County, OK","2008",2645,2583,62,2.3
"CN400450","40","045","Ellis County, OK","2008",2547,2492,55,2.2
"CN400470","40","047","Garfield County, OK","2008",31620,30826,794,2.5
"CN400490","40","049","Garvin County, OK","2008",14916,14475,441,3
"CN400510","40","051","Grady County, OK","2008",22946,22056,890,3.9
"CN400530","40","053","Grant County, OK","2008",2610,2546,64,2.5
"CN400550","40","055","Greer County, OK","2008",2044,1957,87,4.3
"CN400570","40","057","Harmon County, OK","2008",1337,1293,44,3.3
"CN400590","40","059","Harper County, OK","2008",2050,2005,45,2.2
"CN400610","40","061","Haskell County, OK","2008",5977,5758,219,3.7
"CN400630","40","063","Hughes County, OK","2008",5104,4835,269,5.3
"CN400650","40","065","Jackson County, OK","2008",12394,12008,386,3.1
"CN400670","40","067","Jefferson County, OK","2008",2405,2305,100,4.2
"CN400690","40","069","Johnston County, OK","2008",5190,4971,219,4.2
"CN400710","40","071","Kay County, OK","2008",23980,23158,822,3.4
"CN400730","40","073","Kingfisher County, OK","2008",8554,8358,196,2.3
"CN400750","40","075","Kiowa County, OK","2008",4048,3898,150,3.7
"CN400770","40","077","Latimer County, OK","2008",4702,4504,198,4.2
"CN400790","40","079","Le Flore County, OK","2008",20908,19837,1071,5.1
"CN400810","40","081","Lincoln County, OK","2008",13872,13332,540,3.9
"CN400830","40","083","Logan County, OK","2008",17783,17157,626,3.5
"CN400850","40","085","Love County, OK","2008",5326,5175,151,2.8
"CN400870","40","087","McClain County, OK","2008",14995,14463,532,3.5
"CN400890","40","089","McCurtain County, OK","2008",14160,13240,920,6.5
"CN400910","40","091","McIntosh County, OK","2008",8613,8209,404,4.7
"CN400930","40","093","Major County, OK","2008",4308,4209,99,2.3
"CN400950","40","095","Marshall County, OK","2008",6577,6317,260,4
"CN400970","40","097","Mayes County, OK","2008",18590,17820,770,4.1
"CN400990","40","099","Murray County, OK","2008",8551,8328,223,2.6
"PA400300","40","101","Muskogee County, OK","2008",29796,28419,1377,4.6
"CN401030","40","103","Noble County, OK","2008",5775,5591,184,3.2
"CN401050","40","105","Nowata County, OK","2008",5040,4829,211,4.2
"CN401070","40","107","Okfuskee County, OK","2008",4607,4420,187,4.1
"CN401090","40","109","Oklahoma County, OK","2008",324966,312500,12466,3.8
"CN401110","40","111","Okmulgee County, OK","2008",15992,15170,822,5.1
"CN401130","40","113","Osage County, OK","2008",20146,19327,819,4.1
"CN401150","40","115","Ottawa County, OK","2008",17876,17140,736,4.1
"CN401170","40","117","Pawnee County, OK","2008",7314,6994,320,4.4
"PA400400","40","119","Payne County, OK","2008",35159,33806,1353,3.8
"CN401210","40","121","Pittsburg County, OK","2008",23923,23172,751,3.1
"CN401230","40","123","Pontotoc County, OK","2008",20350,19721,629,3.1
"PA400500","40","125","Pottawatomie County, OK","2008",33090,31842,1248,3.8
"CN401270","40","127","Pushmataha County, OK","2008",5266,5018,248,4.7
"CN401290","40","129","Roger Mills County, OK","2008",1948,1904,44,2.3
"CN401310","40","131","Rogers County, OK","2008",40352,38968,1384,3.4
"CN401330","40","133","Seminole County, OK","2008",11061,10575,486,4.4
"CN401350","40","135","Sequoyah County, OK","2008",17732,16706,1026,5.8
"CN401370","40","137","Stephens County, OK","2008",22263,21512,751,3.4
"CN401390","40","139","Texas County, OK","2008",9780,9519,261,2.7
"CN401410","40","141","Tillman County, OK","2008",3530,3389,141,4
"CN401430","40","143","Tulsa County, OK","2008",294516,284159,10357,3.5
"CN401450","40","145","Wagoner County, OK","2008",33355,32179,1176,3.5
"CN401470","40","147","Washington County, OK","2008",27503,26684,819,3
"CN401490","40","149","Washita County, OK","2008",6157,5995,162,2.6
"CN401510","40","151","Woods County, OK","2008",4355,4235,120,2.8
"CN401530","40","153","Woodward County, OK","2008",12641,12365,276,2.2
"CN410010","41","001","Baker County, OR","2008",7416,6892,524,7.1
"CN410030","41","003","Benton County, OR","2008",42965,40971,1994,4.6
"CN410050","41","005","Clackamas County, OR","2008",199542,188262,11280,5.7
"CN410070","41","007","Clatsop County, OR","2008",20307,19252,1055,5.2
"CN410090","41","009","Columbia County, OR","2008",24118,22422,1696,7
"CN410110","41","011","Coos County, OR","2008",28002,25705,2297,8.2
"CN410130","41","013","Crook County, OR","2008",9762,8803,959,9.8
"CN410150","41","015","Curry County, OR","2008",9483,8723,760,8
"CN410170","41","017","Deschutes County, OR","2008",81469,74867,6602,8.1
"PA410450","41","019","Douglas County, OR","2008",46373,41827,4546,9.8
"CN410210","41","021","Gilliam County, OR","2008",1197,1145,52,4.3
"CN410230","41","023","Grant County, OR","2008",3366,3013,353,10.5
"CN410250","41","025","Harney County, OR","2008",3337,3023,314,9.4
"CN410270","41","027","Hood River County, OR","2008",13309,12602,707,5.3
"PA410300","41","029","Jackson County, OR","2008",101545,93581,7964,7.8
"CN410310","41","031","Jefferson County, OR","2008",9318,8390,928,10
"PA411250","41","033","Josephine County, OR","2008",34861,31687,3174,9.1
"CN410350","41","035","Klamath County, OR","2008",30753,27963,2790,9.1
"CN410370","41","037","Lake County, OR","2008",3572,3266,306,8.6
"CN410390","41","039","Lane County, OR","2008",183270,171055,12215,6.7
"CN410410","41","041","Lincoln County, OR","2008",22771,21283,1488,6.5
"CN410430","41","043","Linn County, OR","2008",55037,50805,4232,7.7
"CN410450","41","045","Malheur County, OR","2008",12716,11769,947,7.4
"CN410470","41","047","Marion County, OR","2008",154847,144694,10153,6.6
"CN410490","41","049","Morrow County, OR","2008",5429,5087,342,6.3
"CN410510","41","051","Multnomah County, OR","2008",387098,364578,22520,5.8
"CN410530","41","053","Polk County, OR","2008",39577,37368,2209,5.6
"CN410550","41","055","Sherman County, OR","2008",970,914,56,5.8
"CN410570","41","057","Tillamook County, OR","2008",12562,11879,683,5.4
"CN410590","41","059","Umatilla County, OR","2008",37508,35072,2436,6.5
"CN410610","41","061","Union County, OR","2008",12275,11293,982,8
"CN410630","41","063","Wallowa County, OR","2008",3659,3384,275,7.5
"CN410650","41","065","Wasco County, OR","2008",13293,12494,799,6
"PA410050","41","067","Washington County, OR","2008",288451,273311,15140,5.2
"CN410690","41","069","Wheeler County, OR","2008",615,579,36,5.9
"PA411300","41","071","Yamhill County, OR","2008",47731,44671,3060,6.4
"PA421600","42","001","Adams County, PA","2008",56303,53868,2435,4.3
"CN420030","42","003","Allegheny County, PA","2008",642294,611285,31009,4.8
"PA421250","42","005","Armstrong County, PA","2008",33347,31372,1975,5.9
"CN420070","42","007","Beaver County, PA","2008",90394,85435,4959,5.5
"CN420090","42","009","Bedford County, PA","2008",24427,22759,1668,6.8
"PS420120","42","011","Berks County, PA","2008",206156,195103,11053,5.4
"CN420130","42","013","Blair County, PA","2008",65464,62062,3402,5.2
"PA421650","42","015","Bradford County, PA","2008",31093,29455,1638,5.3
"PS420150","42","017","Bucks County, PA","2008",352899,336238,16661,4.7
"PA421200","42","019","Butler County, PA","2008",99063,94460,4603,4.6
"PA420250","42","021","Cambria County, PA","2008",69464,65192,4272,6.1
"CN420230","42","023","Cameron County, PA","2008",2531,2304,227,9
"PA421550","42","025","Carbon County, PA","2008",31548,29420,2128,6.7
"PS420200","42","027","Centre County, PA","2008",75407,72159,3248,4.3
"PS420250","42","029","Chester County, PA","2008",273792,263035,10757,3.9
"CN420310","42","031","Clarion County, PA","2008",20800,19500,1300,6.3
"PA421700","42","033","Clearfield County, PA","2008",40708,37967,2741,6.7
"CN420350","42","035","Clinton County, PA","2008",19427,18224,1203,6.2
"PA421750","42","037","Columbia County, PA","2008",36350,34210,2140,5.9
"PA421400","42","039","Crawford County, PA","2008",43489,41039,2450,5.6
"PA421900","42","041","Cumberland County, PA","2008",125616,120275,5341,4.3
"CN420430","42","043","Dauphin County, PA","2008",137854,131387,6467,4.7
"PS420300","42","045","Delaware County, PA","2008",287033,272706,14327,5
"CN420470","42","047","Elk County, PA","2008",17547,16500,1047,6
"CN420490","42","049","Erie County, PA","2008",141674,133685,7989,5.6
"PS420400","42","051","Fayette County, PA","2008",66607,62247,4360,6.5
"CN420530","42","053","Forest County, PA","2008",2389,2206,183,7.7
"PS420450","42","055","Franklin County, PA","2008",82634,79073,3561,4.3
"CN420570","42","057","Fulton County, PA","2008",8133,7545,588,7.2
"CN420590","42","059","Greene County, PA","2008",18590,17513,1077,5.8
"CN420610","42","061","Huntingdon County, PA","2008",22594,21109,1485,6.6
"PA421300","42","063","Indiana County, PA","2008",46891,44415,2476,5.3
"CN420650","42","065","Jefferson County, PA","2008",23262,21968,1294,5.6
"CN420670","42","067","Juniata County, PA","2008",12431,11766,665,5.3
"CN420690","42","069","Lackawanna County, PA","2008",108347,102042,6305,5.8
"PS421500","42","071","Lancaster County, PA","2008",274081,262391,11690,4.3
"PS420600","42","073","Lawrence County, PA","2008",43876,41163,2713,6.2
"PS421550","42","075","Lebanon County, PA","2008",73242,70194,3048,4.2
"CN420770","42","077","Lehigh County, PA","2008",178645,168581,10064,5.6
"PS420700","42","079","Luzerne County, PA","2008",161478,151361,10117,6.3
"PA421150","42","081","Lycoming County, PA","2008",60602,57030,3572,5.9
"PA421800","42","083","McKean County, PA","2008",21902,20556,1346,6.1
"PA421350","42","085","Mercer County, PA","2008",55714,51973,3741,6.7
"CN420870","42","087","Mifflin County, PA","2008",22750,21258,1492,6.6
"PA421950","42","089","Monroe County, PA","2008",83878,78844,5034,6
"PS420850","42","091","Montgomery County, PA","2008",437303,418401,18902,4.3
"CN420930","42","093","Montour County, PA","2008",9421,8971,450,4.8
"CN420950","42","095","Northampton County, PA","2008",153539,145131,8408,5.5
"PS420900","42","097","Northumberland County, PA","2008",47950,44813,3137,6.5
"CN420990","42","099","Perry County, PA","2008",24961,23656,1305,5.2
"PS420950","42","101","Philadelphia County/city, PA","2008",629657,585010,44647,7.1
"CN421030","42","103","Pike County, PA","2008",28394,26685,1709,6
"CN421050","42","105","Potter County, PA","2008",7771,7215,556,7.2
"PS421040","42","107","Schuylkill County, PA","2008",74372,69736,4636,6.2
"CN421090","42","109","Snyder County, PA","2008",19787,18581,1206,6.1
"PA420350","42","111","Somerset County, PA","2008",39373,36873,2500,6.3
"CN421130","42","113","Sullivan County, PA","2008",3001,2830,171,5.7
"CN421150","42","115","Susquehanna County, PA","2008",21991,20745,1246,5.7
"CN421170","42","117","Tioga County, PA","2008",20589,19338,1251,6.1
"CN421190","42","119","Union County, PA","2008",17820,16702,1118,6.3
"PA421450","42","121","Venango County, PA","2008",26403,24901,1502,5.7
"CN421230","42","123","Warren County, PA","2008",21790,20652,1138,5.2
"PS421300","42","125","Washington County, PA","2008",106239,100689,5550,5.2
"CN421270","42","127","Wayne County, PA","2008",25700,24356,1344,5.2
"PS421350","42","129","Westmoreland County, PA","2008",188683,178691,9992,5.3
"CN421310","42","131","Wyoming County, PA","2008",14524,13646,878,6
"PS421400","42","133","York County, PA","2008",228844,218046,10798,4.7
"CN440010","44","001","Bristol County, RI","2008",27419,25594,1825,6.7
"CN440030","44","003","Kent County, RI","2008",97234,90192,7042,7.2
"CN440050","44","005","Newport County, RI","2008",43965,41035,2930,6.7
"CN440070","44","007","Providence County, RI","2008",327053,300138,26915,8.2
"CN440090","44","009","Washington County, RI","2008",73958,69184,4774,6.5
"CN450010","45","001","Abbeville County, SC","2008",11345,10419,926,8.2
"PA450500","45","003","Aiken County, SC","2008",74962,70536,4426,5.9
"CN450050","45","005","Allendale County, SC","2008",3339,2784,555,16.6
"CN450070","45","007","Anderson County, SC","2008",85293,79472,5821,6.8
"CN450090","45","009","Bamberg County, SC","2008",6335,5616,719,11.3
"CN450110","45","011","Barnwell County, SC","2008",8826,7856,970,11
"PA450550","45","013","Beaufort County, SC","2008",63794,60382,3412,5.3
"PA450600","45","015","Berkeley County, SC","2008",79902,74956,4946,6.2
"CN450170","45","017","Calhoun County, SC","2008",6771,6248,523,7.7
"CN450190","45","019","Charleston County, SC","2008",174373,165025,9348,5.4
"CN450210","45","021","Cherokee County, SC","2008",25567,23228,2339,9.1
"CN450230","45","023","Chester County, SC","2008",15334,13509,1825,11.9
"CN450250","45","025","Chesterfield County, SC","2008",18611,16928,1683,9
"CN450270","45","027","Clarendon County, SC","2008",12526,11289,1237,9.9
"CN450290","45","029","Colleton County, SC","2008",16668,15282,1386,8.3
"PA450650","45","031","Darlington County, SC","2008",31117,28442,2675,8.6
"CN450330","45","033","Dillon County, SC","2008",12986,11635,1351,10.4
"PA450670","45","035","Dorchester County, SC","2008",63546,59929,3617,5.7
"CN450370","45","037","Edgefield County, SC","2008",10945,10202,743,6.8
"CN450390","45","039","Fairfield County, SC","2008",11211,10007,1204,10.7
"PA450700","45","041","Florence County, SC","2008",62806,58358,4448,7.1
"CN450430","45","043","Georgetown County, SC","2008",30367,28091,2276,7.5
"CN450450","45","045","Greenville County, SC","2008",224009,211458,12551,5.6
"PA451100","45","047","Greenwood County, SC","2008",30649,28288,2361,7.7
"CN450490","45","049","Hampton County, SC","2008",7730,7030,700,9.1
"CN450510","45","051","Horry County, SC","2008",130157,120821,9336,7.2
"CN450530","45","053","Jasper County, SC","2008",10066,9451,615,6.1
"CN450550","45","055","Kershaw County, SC","2008",29778,27810,1968,6.6
"PA450770","45","057","Lancaster County, SC","2008",29623,26188,3435,11.6
"PA451150","45","059","Laurens County, SC","2008",32901,30454,2447,7.4
"CN450610","45","061","Lee County, SC","2008",8132,7367,765,9.4
"PA450800","45","063","Lexington County, SC","2008",132722,126184,6538,4.9
"CN450650","45","065","McCormick County, SC","2008",3448,3073,375,10.9
"CN450670","45","067","Marion County, SC","2008",12771,11006,1765,13.8
"CN450690","45","069","Marlboro County, SC","2008",11675,10202,1473,12.6
"CN450710","45","071","Newberry County, SC","2008",18601,17295,1306,7
"CN450730","45","073","Oconee County, SC","2008",30632,28371,2261,7.4
"PA450850","45","075","Orangeburg County, SC","2008",41141,36946,4195,10.2
"PA450900","45","077","Pickens County, SC","2008",58174,54618,3556,6.1
"CN450790","45","079","Richland County, SC","2008",180604,169483,11121,6.2
"CN450810","45","081","Saluda County, SC","2008",8938,8397,541,6.1
"PA450400","45","083","Spartanburg County, SC","2008",135577,126199,9378,6.9
"CN450850","45","085","Sumter County, SC","2008",43764,40108,3656,8.4
"CN450870","45","087","Union County, SC","2008",11703,10427,1276,10.9
"CN450890","45","089","Williamsburg County, SC","2008",15439,13829,1610,10.4
"PA451050","45","091","York County, SC","2008",107789,100159,7630,7.1
"CN460030","46","003","Aurora County, SD","2008",1479,1433,46,3.1
"CN460050","46","005","Beadle County, SD","2008",9697,9454,243,2.5
"CN460070","46","007","Bennett County, SD","2008",1366,1311,55,4
"CN460090","46","009","Bon Homme County, SD","2008",3072,2966,106,3.5
"CN460110","46","011","Brookings County, SD","2008",19576,19101,475,2.4
"CN460130","46","013","Brown County, SD","2008",21211,20689,522,2.5
"CN460150","46","015","Brule County, SD","2008",2802,2726,76,2.7
"CN460170","46","017","Buffalo County, SD","2008",482,433,49,10.2
"CN460190","46","019","Butte County, SD","2008",5479,5327,152,2.8
"CN460210","46","021","Campbell County, SD","2008",838,814,24,2.9
"CN460230","46","023","Charles Mix County, SD","2008",4051,3908,143,3.5
"CN460250","46","025","Clark County, SD","2008",1813,1743,70,3.9
"CN460270","46","027","Clay County, SD","2008",7692,7481,211,2.7
"CN460290","46","029","Codington County, SD","2008",16610,16109,501,3
"CN460310","46","031","Corson County, SD","2008",1363,1293,70,5.1
"CN460330","46","033","Custer County, SD","2008",4900,4762,138,2.8
"CN460350","46","035","Davison County, SD","2008",11284,10989,295,2.6
"CN460370","46","037","Day County, SD","2008",2911,2784,127,4.4
"CN460390","46","039","Deuel County, SD","2008",2772,2666,106,3.8
"CN460410","46","041","Dewey County, SD","2008",2512,2280,232,9.2
"CN460430","46","043","Douglas County, SD","2008",1705,1659,46,2.7
"CN460450","46","045","Edmunds County, SD","2008",2071,2014,57,2.8
"CN460470","46","047","Fall River County, SD","2008",3755,3627,128,3.4
"CN460490","46","049","Faulk County, SD","2008",1145,1111,34,3
"CN460510","46","051","Grant County, SD","2008",4255,4101,154,3.6
"CN460530","46","053","Gregory County, SD","2008",2367,2286,81,3.4
"CN460550","46","055","Haakon County, SD","2008",1159,1129,30,2.6
"CN460570","46","057","Hamlin County, SD","2008",3002,2902,100,3.3
"CN460590","46","059","Hand County, SD","2008",1890,1840,50,2.6
"CN460610","46","061","Hanson County, SD","2008",1978,1918,60,3
"CN460630","46","063","Harding County, SD","2008",784,763,21,2.7
"CN460650","46","065","Hughes County, SD","2008",10314,10069,245,2.4
"CN460670","46","067","Hutchinson County, SD","2008",3754,3639,115,3.1
"CN460690","46","069","Hyde County, SD","2008",737,716,21,2.8
"CN460710","46","071","Jackson County, SD","2008",1225,1154,71,5.8
"CN460730","46","073","Jerauld County, SD","2008",1434,1400,34,2.4
"CN460750","46","075","Jones County, SD","2008",691,674,17,2.5
"CN460770","46","077","Kingsbury County, SD","2008",3009,2911,98,3.3
"CN460790","46","079","Lake County, SD","2008",6809,6594,215,3.2
"CN460810","46","081","Lawrence County, SD","2008",13532,13145,387,2.9
"CN460830","46","083","Lincoln County, SD","2008",22101,21552,549,2.5
"CN460850","46","085","Lyman County, SD","2008",1985,1895,90,4.5
"CN460870","46","087","McCook County, SD","2008",2741,2644,97,3.5
"CN460890","46","089","McPherson County, SD","2008",1116,1069,47,4.2
"CN460910","46","091","Marshall County, SD","2008",2108,2016,92,4.4
"CN460930","46","093","Meade County, SD","2008",12373,11987,386,3.1
"CN460950","46","095","Mellette County, SD","2008",880,841,39,4.4
"CN460970","46","097","Miner County, SD","2008",1253,1210,43,3.4
"CN460990","46","099","Minnehaha County, SD","2008",100856,98000,2856,2.8
"CN461010","46","101","Moody County, SD","2008",4061,3886,175,4.3
"CN461030","46","103","Pennington County, SD","2008",55184,53566,1618,2.9
"CN461050","46","105","Perkins County, SD","2008",1619,1569,50,3.1
"CN461070","46","107","Potter County, SD","2008",1307,1266,41,3.1
"CN461090","46","109","Roberts County, SD","2008",4856,4654,202,4.2
"CN461110","46","111","Sanborn County, SD","2008",1421,1383,38,2.7
"CN461130","46","113","Shannon County, SD","2008",3785,3466,319,8.4
"CN461150","46","115","Spink County, SD","2008",3350,3239,111,3.3
"CN461170","46","117","Stanley County, SD","2008",1902,1855,47,2.5
"CN461190","46","119","Sully County, SD","2008",1001,979,22,2.2
"CN461210","46","121","Todd County, SD","2008",3435,3216,219,6.4
"CN461230","46","123","Tripp County, SD","2008",2973,2884,89,3
"CN461250","46","125","Turner County, SD","2008",4267,4126,141,3.3
"CN461270","46","127","Union County, SD","2008",8416,8124,292,3.5
"CN461290","46","129","Walworth County, SD","2008",2678,2563,115,4.3
"CN461350","46","135","Yankton County, SD","2008",12214,11872,342,2.8
"CN461370","46","137","Ziebach County, SD","2008",845,795,50,5.9
"PA470250","47","001","Anderson County, TN","2008",35727,33609,2118,5.9
"CN470030","47","003","Bedford County, TN","2008",22446,20896,1550,6.9
"CN470050","47","005","Benton County, TN","2008",7048,6421,627,8.9
"CN470070","47","007","Bledsoe County, TN","2008",4914,4494,420,8.5
"PA470300","47","009","Blount County, TN","2008",63320,59348,3972,6.3
"PA470350","47","011","Bradley County, TN","2008",47471,44382,3089,6.5
"CN470130","47","013","Campbell County, TN","2008",16962,15621,1341,7.9
"CN470150","47","015","Cannon County, TN","2008",6584,6090,494,7.5
"CN470170","47","017","Carroll County, TN","2008",13761,12482,1279,9.3
"PA471000","47","019","Carter County, TN","2008",29671,27676,1995,6.7
"CN470210","47","021","Cheatham County, TN","2008",20354,19224,1130,5.6
"CN470230","47","023","Chester County, TN","2008",7935,7374,561,7.1
"CN470250","47","025","Claiborne County, TN","2008",13315,12298,1017,7.6
"CN470270","47","027","Clay County, TN","2008",3479,3103,376,10.8
"CN470290","47","029","Cocke County, TN","2008",16485,15012,1473,8.9
"CN470310","47","031","Coffee County, TN","2008",25685,24037,1648,6.4
"CN470330","47","033","Crockett County, TN","2008",6457,5871,586,9.1
"CN470350","47","035","Cumberland County, TN","2008",23161,21312,1849,8
"PS470250","47","037","Davidson County, TN","2008",323325,305530,17795,5.5
"CN470390","47","039","Decatur County, TN","2008",5667,5180,487,8.6
"CN470410","47","041","DeKalb County, TN","2008",10156,9466,690,6.8
"CN470430","47","043","Dickson County, TN","2008",23545,21889,1656,7
"CN470450","47","045","Dyer County, TN","2008",17579,16231,1348,7.7
"CN470470","47","047","Fayette County, TN","2008",18151,16778,1373,7.6
"CN470490","47","049","Fentress County, TN","2008",8042,7273,769,9.6
"CN470510","47","051","Franklin County, TN","2008",19862,18517,1345,6.8
"CN470530","47","053","Gibson County, TN","2008",21179,19138,2041,9.6
"CN470550","47","055","Giles County, TN","2008",13445,12348,1097,8.2
"CN470570","47","057","Grainger County, TN","2008",10231,9403,828,8.1
"PA470650","47","059","Greene County, TN","2008",30235,27369,2866,9.5
"CN470610","47","061","Grundy County, TN","2008",5940,5435,505,8.5
"CN470630","47","063","Hamblen County, TN","2008",30250,28065,2185,7.2
"CN470650","47","065","Hamilton County, TN","2008",167629,157931,9698,5.8
"CN470670","47","067","Hancock County, TN","2008",2558,2343,215,8.4
"CN470690","47","069","Hardeman County, TN","2008",11569,10556,1013,8.8
"CN470710","47","071","Hardin County, TN","2008",11878,10956,922,7.8
"CN470730","47","073","Hawkins County, TN","2008",26940,25104,1836,6.8
"CN470750","47","075","Haywood County, TN","2008",9480,8468,1012,10.7
"CN470770","47","077","Henderson County, TN","2008",12083,10827,1256,10.4
"CN470790","47","079","Henry County, TN","2008",13908,12675,1233,8.9
"CN470810","47","081","Hickman County, TN","2008",10131,9264,867,8.6
"CN470830","47","083","Houston County, TN","2008",3859,3541,318,8.2
"CN470850","47","085","Humphreys County, TN","2008",9013,8238,775,8.6
"CN470870","47","087","Jackson County, TN","2008",4975,4539,436,8.8
"CN470890","47","089","Jefferson County, TN","2008",24586,22808,1778,7.2
"CN470910","47","091","Johnson County, TN","2008",7271,6631,640,8.8
"PS470150","47","093","Knox County, TN","2008",229783,218137,11646,5.1
"CN470950","47","095","Lake County, TN","2008",2670,2462,208,7.8
"CN470970","47","097","Lauderdale County, TN","2008",10349,9044,1305,12.6
"CN470990","47","099","Lawrence County, TN","2008",16610,14957,1653,10
"CN471010","47","101","Lewis County, TN","2008",5457,4900,557,10.2
"CN471030","47","103","Lincoln County, TN","2008",17185,16323,862,5
"CN471050","47","105","Loudon County, TN","2008",23523,22170,1353,5.8
"CN471070","47","107","McMinn County, TN","2008",24007,21875,2132,8.9
"CN471090","47","109","McNairy County, TN","2008",11510,10448,1062,9.2
"CN471110","47","111","Macon County, TN","2008",10625,9725,900,8.5
"PA470400","47","113","Madison County, TN","2008",48604,45274,3330,6.9
"CN471150","47","115","Marion County, TN","2008",13022,12007,1015,7.8
"CN471170","47","117","Marshall County, TN","2008",12580,11398,1182,9.4
"PA471100","47","119","Maury County, TN","2008",37532,34434,3098,8.3
"CN471210","47","121","Meigs County, TN","2008",4963,4515,448,9
"CN471230","47","123","Monroe County, TN","2008",18944,17033,1911,10.1
"CN471250","47","125","Montgomery County, TN","2008",67907,63566,4341,6.4
"CN471270","47","127","Moore County, TN","2008",3160,2981,179,5.7
"CN471290","47","129","Morgan County, TN","2008",8554,7893,661,7.7
"CN471310","47","131","Obion County, TN","2008",15580,14468,1112,7.1
"CN471330","47","133","Overton County, TN","2008",10103,9181,922,9.1
"CN471350","47","135","Perry County, TN","2008",2981,2496,485,16.3
"CN471370","47","137","Pickett County, TN","2008",1892,1685,207,10.9
"CN471390","47","139","Polk County, TN","2008",7031,6455,576,8.2
"CN471410","47","141","Putnam County, TN","2008",36009,33647,2362,6.6
"CN471430","47","143","Rhea County, TN","2008",13429,12340,1089,8.1
"CN471450","47","145","Roane County, TN","2008",27195,25567,1628,6
"CN471470","47","147","Robertson County, TN","2008",33432,31340,2092,6.3
"PA470500","47","149","Rutherford County, TN","2008",133313,125467,7846,5.9
"CN471510","47","151","Scott County, TN","2008",8532,7531,1001,11.7
"CN471530","47","153","Sequatchie County, TN","2008",6262,5778,484,7.7
"CN471550","47","155","Sevier County, TN","2008",48410,44931,3479,7.2
"PS470200","47","157","Shelby County, TN","2008",439434,408538,30896,7
"CN471590","47","159","Smith County, TN","2008",9250,8482,768,8.3
"CN471610","47","161","Stewart County, TN","2008",5922,5408,514,8.7
"PS470300","47","163","Sullivan County, TN","2008",74504,70484,4020,5.4
"PA470550","47","165","Sumner County, TN","2008",79858,75012,4846,6.1
"CN471670","47","167","Tipton County, TN","2008",28700,26401,2299,8
"CN471690","47","169","Trousdale County, TN","2008",3716,3401,315,8.5
"CN471710","47","171","Unicoi County, TN","2008",8422,7787,635,7.5
"CN471730","47","173","Union County, TN","2008",8789,8228,561,6.4
"CN471750","47","175","Van Buren County, TN","2008",2504,2292,212,8.5
"CN471770","47","177","Warren County, TN","2008",17488,15980,1508,8.6
"PA470600","47","179","Washington County, TN","2008",62097,58544,3553,5.7
"CN471810","47","181","Wayne County, TN","2008",6635,5956,679,10.2
"CN471830","47","183","Weakley County, TN","2008",15637,14336,1301,8.3
"CN471850","47","185","White County, TN","2008",10610,9707,903,8.5
"PA470800","47","187","Williamson County, TN","2008",88902,84740,4162,4.7
"PA471200","47","189","Wilson County, TN","2008",58437,55030,3407,5.8
"CN480010","48","001","Anderson County, TX","2008",20168,19010,1158,5.7
"CN480030","48","003","Andrews County, TX","2008",6850,6614,236,3.4
"PA481550","48","005","Angelina County, TX","2008",38983,37084,1899,4.9
"CN480070","48","007","Aransas County, TX","2008",11359,10846,513,4.5
"CN480090","48","009","Archer County, TX","2008",5115,4923,192,3.8
"CN480110","48","011","Armstrong County, TX","2008",1088,1049,39,3.6
"CN480130","48","013","Atascosa County, TX","2008",18854,17949,905,4.8
"CN480150","48","015","Austin County, TX","2008",12979,12418,561,4.3
"CN480170","48","017","Bailey County, TX","2008",3330,3190,140,4.2
"CN480190","48","019","Bandera County, TX","2008",9635,9202,433,4.5
"CN480210","48","021","Bastrop County, TX","2008",33586,31900,1686,5
"CN480230","48","023","Baylor County, TX","2008",2026,1948,78,3.8
"CN480250","48","025","Bee County, TX","2008",11211,10502,709,6.3
"CN480270","48","027","Bell County, TX","2008",122060,115963,6097,5
"CN480290","48","029","Bexar County, TX","2008",746756,711010,35746,4.8
"CN480310","48","031","Blanco County, TX","2008",4858,4677,181,3.7
"CN480330","48","033","Borden County, TX","2008",395,382,13,3.3
"CN480350","48","035","Bosque County, TX","2008",8243,7860,383,4.6
"CN480370","48","037","Bowie County, TX","2008",43366,41157,2209,5.1
"PA483000","48","039","Brazoria County, TX","2008",141988,134556,7432,5.2
"PA481330","48","041","Brazos County, TX","2008",91440,87805,3635,4
"CN480430","48","043","Brewster County, TX","2008",5087,4894,193,3.8
"CN480450","48","045","Briscoe County, TX","2008",702,671,31,4.4
"CN480470","48","047","Brooks County, TX","2008",3260,3083,177,5.4
"CN480490","48","049","Brown County, TX","2008",18382,17555,827,4.5
"CN480510","48","051","Burleson County, TX","2008",7863,7509,354,4.5
"CN480530","48","053","Burnet County, TX","2008",22101,21220,881,4
"CN480550","48","055","Caldwell County, TX","2008",15334,14511,823,5.4
"CN480570","48","057","Calhoun County, TX","2008",9354,8898,456,4.9
"CN480590","48","059","Callahan County, TX","2008",7083,6820,263,3.7
"PS480120","48","061","Cameron County, TX","2008",145612,135725,9887,6.8
"CN480630","48","063","Camp County, TX","2008",5544,5268,276,5
